Order ID,Order Date,Ship Mode,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month
CA-2025-1201,2023-08-09,Standard Class,Elizabeth Lopez,Home Office,East,Technology,Printer,Printer Hit,450.12,9,0.27,149.83,8
CA-2024-1202,2024-08-09,Second Class,Heather Allen,Consumer,Central,Furniture,Chair,Chair Song,101.32,9,0.4,-32.64,8
CA-2025-1203,2024-07-27,Standard Class,Diana Brown,Consumer,South,Technology,Printer,Printer Hear,413.42,9,0.47,163.03,7
CA-2024-1204,2024-05-29,Second Class,Travis Pineda,Home Office,South,Furniture,Table,Table Hard,39.88,6,0.08,218.34,5
CA-2024-1205,2023-09-14,Second Class,Brandon Gregory,Consumer,East,Furniture,Sofa,Sofa Keep,897.58,3,0.29,-33.03,9
CA-2024-1206,2023-12-03,Standard Class,Tina Cooper,Home Office,South,Furniture,Table,Table Send,281.68,9,0.07,94.83,12
CA-2025-1207,2023-09-17,Second Class,Jerome Gibson II,Consumer,South,Furniture,Chair,Chair Until,41.47,3,0.08,162.35,9
CA-2023-1208,2024-07-24,First Class,Marcus Lynch,Home Office,Central,Office Supplies,Binder,Binder Treat,505.78,5,0.5,82.51,7
CA-2023-1209,2024-07-19,Standard Class,David Edwards,Consumer,East,Technology,Laptop,Laptop Worry,420.68,4,0.23,113.7,7
CA-2024-1210,2023-08-23,First Class,Carolyn Maynard,Consumer,West,Office Supplies,Pen,Pen Responsibility,260.27,10,0.06,293.25,8
CA-2025-1211,2023-07-23,Second Class,Alan Hunter,Consumer,East,Technology,Laptop,Laptop Speech,405.98,4,0.26,11.88,7
CA-2025-1212,2024-07-18,Second Class,Virginia Zhang,Consumer,Central,Technology,Laptop,Laptop Provide,367.53,10,0.37,133.62,7
CA-2024-1213,2023-08-30,First Class,Robert Torres,Consumer,East,Furniture,Sofa,Sofa Conference,492.83,9,0.05,49.94,8
CA-2023-1214,2023-06-11,Standard Class,Bonnie Pennington,Consumer,West,Furniture,Table,Table Note,427.23,6,0.12,66.66,6
CA-2024-1215,2024-07-28,First Class,Mrs. Janice Leonard,Consumer,South,Technology,Laptop,Laptop Bill,865.09,10,0.39,261.56,7
CA-2023-1216,2024-01-25,Standard Class,Angela Marshall,Consumer,South,Office Supplies,Pen,Pen Why,766.13,1,0.23,217.43,1
CA-2023-1217,2024-02-10,First Class,Ashley Davidson,Home Office,Central,Technology,Laptop,Laptop Garden,475.72,5,0.41,296.32,2
CA-2024-1218,2023-08-01,Standard Class,Shane Washington,Home Office,Central,Office Supplies,Pen,Pen Begin,553.65,10,0.26,43.63,8
CA-2025-1219,2023-10-12,Standard Class,Laura Dominguez,Corporate,East,Furniture,Chair,Chair Structure,217.66,10,0.11,-13.29,10
CA-2025-1220,2024-07-31,Second Class,Pamela Rodriguez,Consumer,Central,Furniture,Bookcase,Bookcase Nature,352.63,1,0.15,114.45,7
CA-2023-1221,2024-08-13,First Class,Lisa Haney,Consumer,East,Technology,Printer,Printer Yard,297.81,9,0.36,196.02,8
CA-2023-1222,2024-12-16,Standard Class,Austin Fernandez,Consumer,Central,Office Supplies,Binder,Binder Type,353.13,5,0.49,265.01,12
CA-2025-1223,2023-07-17,Standard Class,Matthew Hampton,Home Office,South,Office Supplies,Pen,Pen Agree,278.44,10,0.12,1.36,7
CA-2023-1224,2023-10-14,Second Class,Tonya Phillips,Consumer,Central,Furniture,Chair,Chair President,739.75,7,0.05,189.49,10
CA-2024-1225,2023-05-20,Standard Class,Anthony Whitney,Consumer,West,Office Supplies,Pen,Pen Staff,342.07,1,0.41,182.79,5
CA-2023-1226,2024-10-20,Second Class,Charles Serrano,Home Office,West,Technology,Phone,Phone Left,243.09,8,0.39,157.93,10
CA-2023-1227,2023-05-02,First Class,Erica Mcintyre,Corporate,Central,Office Supplies,Paper,Paper Heart,165.69,3,0.5,110.08,5
CA-2023-1228,2023-05-04,Standard Class,Marcus Thomas,Home Office,East,Office Supplies,Binder,Binder Wear,280.47,4,0.05,70.54,5
CA-2025-1229,2023-07-28,Standard Class,Scott Cowan,Corporate,East,Office Supplies,Pen,Pen Once,780.72,9,0.32,290.4,7
CA-2025-1230,2023-09-30,Second Class,Dr. Jesse Thompson DVM,Consumer,East,Furniture,Table,Table Despite,457.42,10,0.4,173.91,9
CA-2025-1231,2024-07-26,Standard Class,Becky Barker,Consumer,South,Furniture,Bookcase,Bookcase Feel,186.36,4,0.37,101.47,7
CA-2023-1232,2023-03-06,First Class,Nicole Anderson,Corporate,East,Technology,Laptop,Laptop Cost,696.18,1,0.23,250.94,3
CA-2023-1233,2024-04-22,First Class,Rebecca Guzman,Corporate,East,Furniture,Sofa,Sofa Around,918.29,1,0.23,54.21,4
CA-2023-1234,2024-11-21,Standard Class,Scott Bennett,Home Office,East,Furniture,Chair,Chair He,741.75,10,0.25,-21.58,11
CA-2025-1235,2023-09-03,Standard Class,David Carter,Corporate,West,Furniture,Table,Table Value,683.4,9,0.06,208.42,9
CA-2025-1236,2023-06-10,Second Class,Mary Hall,Consumer,Central,Technology,Phone,Phone Official,464.14,1,0.11,227.5,6
CA-2024-1237,2024-09-06,Standard Class,Kari Harris,Corporate,Central,Office Supplies,Binder,Binder Affect,722.86,9,0.39,62.17,9
CA-2024-1238,2023-01-19,Second Class,Victoria Jones,Consumer,East,Furniture,Sofa,Sofa Consider,134.94,9,0.31,-18.47,1
CA-2023-1239,2023-09-22,Second Class,Tammy Walker,Home Office,Central,Office Supplies,Pen,Pen World,220.88,10,0.36,7.51,9
CA-2023-1240,2023-09-18,Second Class,Sean Oliver,Corporate,Central,Technology,Laptop,Laptop Him,153.78,4,0.21,275.09,9
CA-2025-1241,2024-04-23,First Class,Andrew Schwartz,Corporate,West,Office Supplies,Binder,Binder Know,22.57,6,0.34,19.44,4
CA-2023-1242,2023-09-02,Standard Class,Nicholas Harris,Corporate,West,Technology,Phone,Phone Yes,825.72,4,0.08,215.62,9
CA-2023-1243,2024-07-20,First Class,Angela Smith,Home Office,East,Furniture,Chair,Chair Address,997.88,6,0.12,273.99,7
CA-2025-1244,2024-01-26,Second Class,Oscar Fleming,Consumer,West,Office Supplies,Storage,Storage Government,181.14,3,0.06,205.71,1
CA-2025-1245,2023-09-11,Second Class,Russell Murray,Consumer,West,Technology,Laptop,Laptop Soldier,39.86,10,0.19,17.16,9
CA-2025-1246,2024-06-30,Standard Class,Brittany Beck,Consumer,West,Technology,Laptop,Laptop Choose,574.74,3,0.03,67.62,6
CA-2024-1247,2023-07-04,Standard Class,Jessica Lopez,Consumer,South,Technology,Printer,Printer Similar,896.4,7,0.04,274.9,7
CA-2025-1248,2023-06-27,Second Class,Jose Phillips,Consumer,East,Technology,Printer,Printer Daughter,598.2,1,0.48,218.86,6
CA-2024-1249,2024-08-26,Second Class,Johnny Doyle,Corporate,South,Furniture,Sofa,Sofa Lawyer,947.48,6,0.29,140.51,8
CA-2023-1250,2023-09-11,Second Class,George Morales,Home Office,West,Office Supplies,Storage,Storage Issue,924.13,8,0.42,-49.55,9
CA-2024-1251,2024-01-25,Standard Class,Laura Reilly,Consumer,South,Office Supplies,Binder,Binder Small,116.31,8,0.13,107.66,1
CA-2023-1252,2024-12-02,Second Class,Mark Jordan,Home Office,Central,Furniture,Chair,Chair Between,613.36,10,0.44,-36.56,12
CA-2024-1253,2024-10-26,Standard Class,Scott Gonzalez,Home Office,Central,Furniture,Table,Table Girl,787.2,10,0.14,212.25,10
CA-2025-1254,2024-01-25,First Class,Jason Craig,Home Office,Central,Technology,Phone,Phone Policy,160.25,5,0.02,54.87,1
CA-2024-1255,2023-07-11,Standard Class,Shawn Watson,Home Office,West,Technology,Printer,Printer Inside,964.62,3,0.22,160.4,7
CA-2023-1256,2023-02-21,Second Class,David Porter,Consumer,East,Furniture,Chair,Chair Reality,511.32,8,0.32,202.64,2
CA-2025-1257,2023-05-24,Second Class,Heather Fletcher,Corporate,East,Furniture,Chair,Chair None,526.33,1,0.21,296.39,5
CA-2025-1258,2024-08-10,First Class,Cody Perez,Home Office,South,Technology,Printer,Printer Reality,959.96,5,0.26,185.0,8
CA-2025-1259,2024-04-07,Standard Class,Brian Mcintosh,Home Office,East,Furniture,Table,Table Born,651.24,4,0.07,163.63,4
CA-2024-1260,2024-06-20,Second Class,Samantha Rivas,Consumer,Central,Office Supplies,Storage,Storage Teach,533.44,7,0.04,-42.04,6
CA-2023-1261,2023-12-08,Second Class,Jennifer Hopkins,Home Office,Central,Technology,Printer,Printer Tend,243.32,5,0.3,80.69,12
CA-2024-1262,2023-09-03,Second Class,Richard Garcia,Corporate,Central,Furniture,Sofa,Sofa Fight,529.29,10,0.32,244.81,9
CA-2023-1263,2024-08-17,First Class,Julie Mathis,Consumer,West,Technology,Phone,Phone Sport,658.19,8,0.31,196.71,8
CA-2024-1264,2024-11-18,First Class,Ricky Jones,Consumer,South,Office Supplies,Pen,Pen Especially,149.62,1,0.01,117.66,11
CA-2025-1265,2024-07-24,Standard Class,David Barker,Home Office,East,Technology,Monitor,Monitor Guess,889.43,2,0.46,163.96,7
CA-2023-1266,2023-05-05,Standard Class,Kathryn Weaver,Corporate,West,Office Supplies,Pen,Pen Own,67.8,6,0.34,1.46,5
CA-2024-1267,2024-10-01,Standard Class,Benjamin Turner,Consumer,West,Furniture,Table,Table Want,507.34,1,0.47,-6.84,10
CA-2024-1268,2024-11-12,First Class,Melissa Hernandez,Corporate,East,Technology,Monitor,Monitor Nature,398.26,5,0.36,233.74,11
CA-2023-1269,2024-06-24,First Class,Julie Gonzales,Consumer,South,Office Supplies,Paper,Paper Run,371.33,7,0.04,-28.05,6
CA-2024-1270,2023-08-05,Second Class,Danielle Johnson,Consumer,West,Office Supplies,Binder,Binder After,92.1,3,0.23,-17.15,8
CA-2024-1271,2024-01-25,First Class,Mrs. Elizabeth Clark PhD,Home Office,South,Office Supplies,Pen,Pen Product,899.64,10,0.41,28.23,1
CA-2024-1272,2023-12-16,First Class,Bridget Anderson,Corporate,Central,Office Supplies,Paper,Paper Civil,231.4,2,0.12,207.1,12
CA-2025-1273,2023-02-12,Second Class,Susan Woods,Consumer,South,Technology,Printer,Printer Scientist,265.42,4,0.22,19.18,2
CA-2023-1274,2023-03-21,First Class,Virginia Brewer,Consumer,West,Office Supplies,Binder,Binder Wish,545.32,6,0.19,296.01,3
CA-2023-1275,2023-02-04,First Class,James Smith,Consumer,Central,Office Supplies,Pen,Pen Whatever,576.75,6,0.14,252.13,2
CA-2025-1276,2024-12-05,First Class,Melissa Rivera,Corporate,East,Office Supplies,Pen,Pen They,413.85,5,0.26,32.16,12
CA-2025-1277,2024-01-18,Second Class,Kyle Parker,Consumer,South,Technology,Printer,Printer Out,679.44,1,0.41,132.57,1
CA-2025-1278,2023-07-28,Standard Class,Tanya Davis,Consumer,West,Office Supplies,Paper,Paper Coach,45.33,6,0.34,12.73,7
CA-2023-1279,2024-12-24,Standard Class,Douglas Baird,Home Office,Central,Office Supplies,Storage,Storage Home,964.13,1,0.43,50.71,12
CA-2023-1280,2024-02-20,First Class,Sheila Hatfield,Consumer,Central,Technology,Monitor,Monitor Bag,962.76,6,0.12,38.21,2
CA-2024-1281,2024-08-18,Standard Class,Shane Gardner,Corporate,East,Technology,Laptop,Laptop Around,442.58,1,0.39,132.57,8
CA-2023-1282,2023-03-10,Standard Class,Daniel Castillo,Corporate,East,Technology,Printer,Printer Maintain,549.78,5,0.19,261.33,3
CA-2025-1283,2023-01-07,Standard Class,Katherine Chapman,Home Office,East,Office Supplies,Binder,Binder Gun,747.48,5,0.38,-36.92,1
CA-2023-1284,2023-12-25,Second Class,Jose Knight,Corporate,Central,Furniture,Chair,Chair Firm,439.73,2,0.06,54.65,12
CA-2024-1285,2024-12-03,Second Class,Robert Sandoval,Corporate,West,Office Supplies,Storage,Storage Final,144.08,7,0.44,225.64,12
CA-2024-1286,2023-04-16,First Class,Nicole Valencia,Corporate,West,Furniture,Chair,Chair Picture,218.65,5,0.24,251.29,4
CA-2025-1287,2023-06-27,First Class,Linda Gibson,Consumer,South,Technology,Laptop,Laptop Between,129.95,3,0.05,186.23,6
CA-2025-1288,2024-12-16,Standard Class,Jennifer Carroll,Consumer,South,Technology,Printer,Printer Now,744.05,10,0.32,248.26,12
CA-2025-1289,2024-02-06,Standard Class,Tina Marshall,Corporate,Central,Technology,Laptop,Laptop Cause,35.72,6,0.46,250.96,2
CA-2025-1290,2024-09-09,Second Class,Melissa Higgins,Corporate,East,Furniture,Sofa,Sofa Computer,605.19,1,0.45,48.33,9
CA-2024-1291,2023-11-21,Second Class,Kimberly Griffin,Corporate,West,Office Supplies,Binder,Binder Human,179.48,5,0.15,122.17,11
CA-2024-1292,2024-05-16,First Class,James Savage,Consumer,West,Office Supplies,Pen,Pen Fight,763.12,10,0.38,21.58,5
CA-2025-1293,2023-10-01,Standard Class,Cynthia Benson,Corporate,West,Office Supplies,Pen,Pen Whole,472.34,9,0.35,244.72,10
CA-2025-1294,2024-04-04,Standard Class,Hunter Ross,Consumer,South,Technology,Monitor,Monitor Anyone,954.71,3,0.12,126.29,4
CA-2023-1295,2024-04-17,Second Class,Alexandra Wilkerson,Home Office,Central,Furniture,Sofa,Sofa Since,439.5,3,0.3,132.01,4
CA-2025-1296,2024-12-11,Standard Class,Timothy Andrade DVM,Corporate,South,Furniture,Chair,Chair Group,527.96,9,0.44,170.42,12
CA-2023-1297,2024-07-16,Standard Class,William Miller,Consumer,Central,Technology,Printer,Printer Crime,870.84,7,0.36,60.23,7
CA-2024-1298,2023-01-02,Standard Class,Matthew Berry,Corporate,West,Furniture,Table,Table Chance,394.36,9,0.04,-14.57,1
CA-2023-1299,2024-01-08,Second Class,Tamara Townsend,Home Office,South,Technology,Laptop,Laptop Training,458.39,10,0.24,97.21,1
CA-2024-1300,2024-07-22,Second Class,Zachary Bonilla,Corporate,Central,Technology,Laptop,Laptop Himself,710.86,2,0.08,52.44,7
CA-2025-1301,2023-10-30,Standard Class,Omar Melendez,Consumer,South,Technology,Printer,Printer Maybe,364.91,5,0.4,46.96,10
CA-2024-1302,2024-04-07,Second Class,Brandon King,Corporate,Central,Technology,Phone,Phone Pretty,901.57,10,0.17,18.97,4
CA-2023-1303,2023-08-29,Standard Class,Miguel Irwin,Corporate,West,Technology,Phone,Phone Outside,794.68,1,0.39,228.57,8
CA-2025-1304,2023-06-30,First Class,Gerald Gonzalez,Home Office,West,Technology,Phone,Phone Visit,754.39,10,0.28,289.69,6
CA-2025-1305,2024-10-26,First Class,Brandon Bridges,Home Office,East,Furniture,Bookcase,Bookcase World,853.53,10,0.08,295.1,10
CA-2024-1306,2024-11-26,Second Class,Brandy Beck,Home Office,West,Office Supplies,Storage,Storage Toward,403.53,9,0.28,-34.76,11
CA-2023-1307,2024-04-06,First Class,Terry Patterson,Home Office,West,Furniture,Table,Table Effort,577.59,1,0.17,291.58,4
CA-2023-1308,2023-07-27,First Class,Mitchell Dunn,Corporate,South,Furniture,Sofa,Sofa Must,224.16,1,0.15,200.98,7
CA-2024-1309,2024-12-05,First Class,Steven Terry,Consumer,West,Technology,Monitor,Monitor Help,473.01,9,0.08,68.54,12
CA-2023-1310,2024-08-30,First Class,Dana Clark,Corporate,East,Technology,Printer,Printer Campaign,270.16,9,0.47,-22.29,8
CA-2025-1311,2024-07-24,Standard Class,Randy Cobb,Home Office,East,Technology,Laptop,Laptop This,769.06,5,0.06,-43.5,7
CA-2024-1312,2024-08-02,Standard Class,Alan Sanders,Home Office,South,Furniture,Chair,Chair Task,791.43,7,0.12,220.67,8
CA-2025-1313,2024-07-10,First Class,Ashley Moore,Corporate,West,Technology,Phone,Phone Choose,864.9,5,0.45,9.94,7
CA-2023-1314,2023-12-15,Standard Class,Joy Mcdonald,Consumer,East,Furniture,Table,Table Agent,821.19,5,0.14,-38.52,12
CA-2023-1315,2024-12-03,Standard Class,Joseph Bailey,Home Office,South,Technology,Printer,Printer Community,192.5,7,0.07,94.58,12
CA-2025-1316,2023-07-04,Second Class,Daniel Garcia,Home Office,South,Office Supplies,Paper,Paper Son,832.56,7,0.38,129.45,7
CA-2024-1317,2023-04-15,Second Class,Theresa Becker,Consumer,Central,Furniture,Chair,Chair Age,792.37,8,0.18,203.35,4
CA-2024-1318,2023-03-26,First Class,Elizabeth Flowers,Home Office,East,Furniture,Table,Table Pass,643.44,6,0.23,137.29,3
CA-2024-1319,2024-07-01,Second Class,Jessica Anderson,Home Office,South,Furniture,Bookcase,Bookcase Few,787.8,9,0.41,233.62,7
CA-2023-1320,2023-05-20,Second Class,Michael Roth,Consumer,West,Furniture,Sofa,Sofa Reduce,96.27,2,0.21,299.36,5
CA-2024-1321,2024-03-08,First Class,Samantha Miller,Consumer,West,Office Supplies,Storage,Storage Head,882.54,5,0.28,-38.42,3
CA-2025-1322,2023-05-30,Second Class,Courtney Hopkins,Home Office,West,Office Supplies,Storage,Storage Describe,472.39,1,0.4,10.46,5
CA-2025-1323,2024-02-18,Standard Class,April Weaver,Consumer,Central,Office Supplies,Paper,Paper Report,983.36,2,0.09,238.95,2
CA-2024-1324,2023-01-27,Second Class,Alexander Dixon,Home Office,West,Office Supplies,Storage,Storage Parent,185.66,7,0.48,137.31,1
CA-2024-1325,2024-12-20,First Class,Angela Roberts,Corporate,East,Furniture,Chair,Chair Message,741.58,7,0.28,72.12,12
CA-2024-1326,2024-11-01,Standard Class,Maria Johnson,Home Office,East,Furniture,Sofa,Sofa Reduce,743.08,3,0.37,290.28,11
CA-2024-1327,2024-08-10,First Class,Eric Romero,Home Office,East,Technology,Phone,Phone Skin,330.52,4,0.2,199.22,8
CA-2024-1328,2023-11-20,First Class,Joseph Stanley,Corporate,South,Furniture,Sofa,Sofa Along,796.22,9,0.35,40.98,11
CA-2024-1329,2024-09-04,Second Class,Roberto Costa,Corporate,East,Furniture,Chair,Chair Often,181.07,8,0.23,-15.37,9
CA-2024-1330,2024-07-29,First Class,Kurt Levy,Home Office,South,Technology,Printer,Printer So,600.97,10,0.38,291.22,7
CA-2023-1331,2023-05-21,First Class,Jennifer King,Home Office,South,Technology,Phone,Phone Know,674.42,4,0.35,152.73,5
CA-2025-1332,2023-07-19,Standard Class,Dr. Michelle Woods PhD,Consumer,West,Office Supplies,Storage,Storage Glass,703.46,8,0.34,227.19,7
CA-2024-1333,2023-11-29,Second Class,Roger Oliver,Consumer,West,Technology,Monitor,Monitor Place,213.05,8,0.15,173.23,11
CA-2025-1334,2024-05-16,First Class,Kathleen Johnson,Corporate,Central,Office Supplies,Pen,Pen Support,412.54,8,0.1,132.17,5
CA-2024-1335,2023-09-07,Second Class,Barry Frost,Corporate,South,Technology,Printer,Printer Structure,683.53,6,0.16,176.76,9
CA-2024-1336,2024-06-07,Standard Class,John Dalton,Consumer,West,Technology,Printer,Printer History,710.35,3,0.17,206.56,6
CA-2024-1337,2023-04-21,Second Class,Mr. Jonathan Morgan,Home Office,East,Office Supplies,Pen,Pen Model,410.89,5,0.09,27.74,4
CA-2023-1338,2024-05-22,Standard Class,Toni Graham,Home Office,South,Technology,Laptop,Laptop Enough,639.37,5,0.44,152.01,5
CA-2025-1339,2024-10-04,Second Class,Michael Bennett,Corporate,West,Furniture,Chair,Chair Others,894.94,5,0.01,104.84,10
CA-2025-1340,2023-08-17,First Class,Priscilla Cunningham,Consumer,West,Office Supplies,Binder,Binder Sign,62.64,6,0.05,185.41,8
CA-2023-1341,2023-08-20,Standard Class,Brenda Barker,Corporate,Central,Furniture,Table,Table Behind,776.42,8,0.21,245.27,8
CA-2023-1342,2024-09-06,Second Class,Glen Waller,Consumer,East,Technology,Laptop,Laptop By,770.77,9,0.37,-7.52,9
CA-2024-1343,2024-12-12,Second Class,Alexandra Mercado,Corporate,East,Technology,Laptop,Laptop Draw,738.28,10,0.08,285.27,12
CA-2023-1344,2023-02-27,First Class,Travis Spence,Corporate,East,Technology,Phone,Phone Major,170.14,7,0.27,161.81,2
CA-2024-1345,2024-05-23,Standard Class,Ashley Adams,Consumer,South,Furniture,Table,Table Nature,235.83,9,0.02,43.0,5
CA-2025-1346,2024-06-19,Second Class,Alexandra Choi,Corporate,East,Office Supplies,Pen,Pen Entire,61.76,10,0.16,31.27,6
CA-2023-1347,2023-06-03,Standard Class,Steven Davis,Corporate,South,Furniture,Bookcase,Bookcase Small,227.41,9,0.49,272.04,6
CA-2023-1348,2023-09-24,First Class,Kristie Green,Corporate,South,Office Supplies,Paper,Paper Full,45.89,6,0.41,-24.04,9
CA-2024-1349,2024-09-07,Second Class,Angelica Johnson,Corporate,West,Office Supplies,Pen,Pen Natural,407.03,4,0.33,45.18,9
CA-2023-1350,2024-02-19,Second Class,Zachary Skinner,Home Office,West,Technology,Printer,Printer Home,920.29,4,0.47,273.13,2
CA-2025-1351,2023-01-14,Standard Class,Dwayne Moore,Home Office,West,Furniture,Chair,Chair Get,694.16,2,0.43,-42.9,1
CA-2024-1352,2024-04-08,Second Class,Melissa Schmidt,Corporate,West,Furniture,Chair,Chair Security,646.19,5,0.04,283.43,4
CA-2025-1353,2024-08-20,Standard Class,Richard Johnson,Consumer,East,Furniture,Table,Table Final,762.8,1,0.47,189.56,8
CA-2023-1354,2023-03-30,First Class,Olivia Larson,Home Office,Central,Technology,Printer,Printer Here,808.9,1,0.32,-44.22,3
CA-2025-1355,2024-02-28,Second Class,Kathleen Schmidt,Corporate,East,Technology,Printer,Printer One,768.21,3,0.03,158.77,2
CA-2023-1356,2023-09-25,Second Class,Amanda Kennedy,Home Office,West,Technology,Phone,Phone Design,173.37,9,0.13,183.6,9
CA-2025-1357,2023-11-05,Standard Class,Brian Gonzalez,Home Office,West,Office Supplies,Storage,Storage Choice,417.34,6,0.04,81.84,11
CA-2025-1358,2024-12-26,Second Class,Donna Hall,Corporate,South,Furniture,Bookcase,Bookcase Skin,106.37,10,0.2,166.99,12
CA-2025-1359,2024-01-26,Standard Class,Mrs. Kelli Salazar,Corporate,Central,Furniture,Sofa,Sofa Real,46.71,5,0.02,111.83,1
CA-2023-1360,2023-03-07,Standard Class,Erica Williams,Corporate,South,Office Supplies,Paper,Paper Unit,482.34,8,0.27,195.05,3
CA-2024-1361,2024-02-13,Second Class,Susan Martinez,Home Office,South,Office Supplies,Binder,Binder Story,472.8,1,0.46,247.32,2
CA-2025-1362,2024-04-09,Second Class,Kevin Johnson,Corporate,Central,Furniture,Sofa,Sofa Treat,376.62,2,0.37,195.98,4
CA-2024-1363,2024-10-01,First Class,Andrew Ford,Home Office,South,Furniture,Table,Table Despite,224.19,1,0.34,298.59,10
CA-2025-1364,2023-05-09,Second Class,Rebecca Thomas,Consumer,Central,Technology,Monitor,Monitor Forget,136.07,3,0.44,189.8,5
CA-2024-1365,2023-01-03,First Class,Robert Wolfe,Corporate,West,Technology,Monitor,Monitor Specific,438.63,7,0.28,27.72,1
CA-2025-1366,2023-10-05,Standard Class,Gerald Jordan,Home Office,Central,Technology,Phone,Phone Already,900.73,10,0.4,153.15,10
CA-2024-1367,2023-03-15,First Class,Mary Chapman,Home Office,South,Furniture,Table,Table Visit,326.91,5,0.03,-33.8,3
CA-2024-1368,2024-08-04,Standard Class,Matthew Williams,Corporate,Central,Technology,Laptop,Laptop Agreement,594.02,6,0.34,133.51,8
CA-2023-1369,2023-07-22,First Class,Marcus Wright,Consumer,South,Technology,Laptop,Laptop Most,835.84,7,0.06,-43.99,7
CA-2025-1370,2023-12-12,Second Class,Philip Case,Corporate,Central,Technology,Laptop,Laptop Mention,654.9,10,0.1,-2.31,12
CA-2024-1371,2023-09-13,Standard Class,Jennifer Bailey,Corporate,South,Furniture,Table,Table Defense,321.7,1,0.21,93.25,9
CA-2023-1372,2024-04-19,Standard Class,Megan Mccarty,Corporate,West,Furniture,Chair,Chair Central,61.57,2,0.39,-30.72,4
CA-2024-1373,2023-08-06,First Class,Jodi Hart,Home Office,South,Technology,Phone,Phone Democratic,655.45,8,0.35,41.29,8
CA-2023-1374,2023-02-17,Second Class,Peggy Blackburn,Home Office,West,Office Supplies,Pen,Pen First,940.0,9,0.18,214.46,2
CA-2025-1375,2024-04-15,Standard Class,Julie Sanchez,Corporate,East,Office Supplies,Pen,Pen Part,898.67,9,0.3,-28.89,4
CA-2025-1376,2023-11-22,First Class,April Smith,Home Office,Central,Technology,Printer,Printer Artist,346.61,3,0.13,250.75,11
CA-2025-1377,2024-01-25,First Class,Karen Walton,Home Office,South,Technology,Printer,Printer Prove,846.2,9,0.03,2.21,1
CA-2025-1378,2024-08-05,Second Class,David Jones,Corporate,Central,Technology,Printer,Printer Through,261.75,10,0.48,-8.12,8
CA-2023-1379,2023-10-12,Standard Class,Jennifer Jones,Home Office,West,Office Supplies,Pen,Pen Consumer,429.65,10,0.49,59.14,10
CA-2024-1380,2024-12-24,First Class,Suzanne Jones,Consumer,East,Technology,Printer,Printer Anything,824.45,6,0.13,-29.56,12
CA-2025-1381,2023-08-17,First Class,Megan Schmitt,Corporate,West,Office Supplies,Storage,Storage Adult,87.42,1,0.32,-35.62,8
CA-2024-1382,2023-11-22,Standard Class,Karen Beltran,Corporate,East,Technology,Monitor,Monitor Practice,956.55,8,0.04,136.38,11
CA-2024-1383,2024-06-29,First Class,Stephanie Garcia,Corporate,East,Technology,Monitor,Monitor Throw,609.29,1,0.21,195.31,6
CA-2024-1384,2024-06-28,First Class,Amanda Coleman,Home Office,East,Office Supplies,Pen,Pen Travel,930.11,3,0.07,51.57,6
CA-2025-1385,2024-09-24,Second Class,Kelly Novak,Home Office,South,Furniture,Table,Table Reduce,536.68,2,0.48,143.24,9
CA-2023-1386,2024-04-20,Standard Class,Robert Cole,Corporate,Central,Technology,Laptop,Laptop Have,414.94,10,0.3,133.07,4
CA-2024-1387,2023-09-04,Second Class,Jessica Parker,Consumer,Central,Office Supplies,Pen,Pen Action,918.52,4,0.28,170.79,9
CA-2024-1388,2024-05-19,Standard Class,Rachel Marshall,Consumer,East,Furniture,Sofa,Sofa Writer,867.26,8,0.14,121.49,5
CA-2023-1389,2024-05-05,Second Class,Katherine Huffman,Home Office,South,Technology,Monitor,Monitor Admit,479.16,10,0.18,77.42,5
CA-2023-1390,2023-08-16,Second Class,Andrew Lopez,Consumer,Central,Technology,Printer,Printer Lose,626.2,2,0.13,251.88,8
CA-2025-1391,2024-08-15,Standard Class,James Robinson,Home Office,West,Office Supplies,Binder,Binder Individual,865.95,10,0.07,164.21,8
CA-2023-1392,2023-06-28,Standard Class,Philip Fowler,Consumer,Central,Office Supplies,Paper,Paper Appear,596.44,8,0.35,113.86,6
CA-2024-1393,2023-04-01,First Class,Robin Jones,Corporate,East,Furniture,Chair,Chair Available,870.11,9,0.36,130.29,4
CA-2025-1394,2024-02-20,Standard Class,Donna Cook,Consumer,Central,Furniture,Bookcase,Bookcase Challenge,934.94,1,0.02,-3.88,2
CA-2023-1395,2024-09-01,Standard Class,Miss Kayla Little DVM,Corporate,South,Furniture,Chair,Chair Owner,857.9,10,0.35,97.48,9
CA-2023-1396,2023-12-14,Standard Class,Kayla Johnson,Corporate,South,Furniture,Sofa,Sofa Share,338.67,9,0.47,81.15,12
CA-2023-1397,2024-09-21,First Class,James Rivera,Consumer,Central,Furniture,Table,Table Class,336.24,10,0.29,37.81,9
CA-2023-1398,2024-06-28,Second Class,Angela Spencer,Consumer,West,Office Supplies,Pen,Pen Article,73.9,2,0.43,31.2,6
CA-2025-1399,2023-12-09,Standard Class,Daniel Wood,Home Office,West,Furniture,Sofa,Sofa Father,316.09,7,0.08,109.5,12
CA-2023-1400,2024-06-30,Standard Class,Lisa Sanchez,Consumer,South,Office Supplies,Storage,Storage Enjoy,280.97,6,0.14,19.48,6
CA-2025-1401,2023-01-04,First Class,Robert Lee,Consumer,East,Technology,Monitor,Monitor Tax,372.11,6,0.36,63.03,1
